datetime,from_grid,to_grid,solar_production
1-4-2016 00:00:00,1.335,NA,NA
1-4-2016 00:15:00,1.335,NA,NA
1-4-2016 00:30:00,1.32,NA,NA
1-4-2016 00:45:00,1.29,NA,NA
1-4-2016 01:00:00,1.305,NA,NA
1-4-2016 01:15:00,1.335,NA,NA
1-4-2016 01:30:00,1.32,NA,NA
1-4-2016 01:45:00,1.305,NA,NA
1-4-2016 02:00:00,1.305,NA,NA
1-4-2016 02:15:00,1.32,NA,NA
1-4-2016 02:30:00,1.23,NA,NA
1-4-2016 02:45:00,1.215,NA,NA
1-4-2016 03:00:00,1.26,NA,NA
1-4-2016 03:15:00,1.245,NA,NA
1-4-2016 03:30:00,1.275,NA,NA
1-4-2016 03:45:00,1.23,NA,NA
1-4-2016 04:00:00,1.23,NA,NA
1-4-2016 04:15:00,1.23,NA,NA
1-4-2016 04:30:00,1.215,NA,NA
1-4-2016 04:45:00,1.26,NA,NA
1-4-2016 05:00:00,1.245,NA,NA
1-4-2016 05:15:00,1.17,NA,NA
1-4-2016 05:30:00,1.26,NA,NA
1-4-2016 05:45:00,1.245,NA,NA
1-4-2016 06:00:00,1.365,NA,NA
1-4-2016 06:15:00,1.35,NA,NA
1-4-2016 06:30:00,1.44,NA,NA
1-4-2016 06:45:00,1.92,NA,NA
1-4-2016 07:00:00,2.055,NA,NA
1-4-2016 07:15:00,2.49,NA,NA
1-4-2016 07:30:00,4.605,NA,NA
1-4-2016 07:45:00,4.41,NA,NA
1-4-2016 08:00:00,4.17,NA,NA
1-4-2016 08:15:00,4.02,NA,NA
1-4-2016 08:30:00,4.08,NA,NA
1-4-2016 08:45:00,5.25,NA,NA
1-4-2016 09:00:00,4.71,NA,NA
1-4-2016 09:15:00,4.77,NA,NA
1-4-2016 09:30:00,4.305,NA,NA
1-4-2016 09:45:00,3.525,NA,NA
1-4-2016 10:00:00,3.825,NA,NA
1-4-2016 10:15:00,3.93,NA,NA
1-4-2016 10:30:00,4.05,NA,NA
1-4-2016 10:45:00,3.81,NA,NA
1-4-2016 11:00:00,4.065,NA,NA
1-4-2016 11:15:00,3.885,NA,NA
1-4-2016 11:30:00,5.265,NA,NA
1-4-2016 11:45:00,5.76,NA,NA
1-4-2016 12:00:00,4.965,NA,NA
1-4-2016 12:15:00,4.785,NA,NA
1-4-2016 12:30:00,4.71,NA,NA
1-4-2016 12:45:00,5.25,NA,NA
1-4-2016 13:00:00,4.905,NA,NA
1-4-2016 13:15:00,5.055,NA,NA
1-4-2016 13:30:00,5.325,NA,NA
1-4-2016 13:45:00,4.47,NA,NA
1-4-2016 14:00:00,4.545,NA,NA
1-4-2016 14:15:00,4.935,NA,NA
1-4-2016 14:30:00,4.245,NA,NA
1-4-2016 14:45:00,4.185,NA,NA
1-4-2016 15:00:00,4.815,NA,NA
1-4-2016 15:15:00,1.035,NA,NA
1-4-2016 15:30:00,0.66,NA,NA
1-4-2016 15:45:00,0.555,NA,NA
1-4-2016 16:00:00,0.48,NA,NA
1-4-2016 16:15:00,0,NA,NA
1-4-2016 16:30:00,0.03,NA,NA
1-4-2016 16:45:00,0.24,NA,NA
1-4-2016 17:00:00,0.36,NA,NA
1-4-2016 17:15:00,0.36,NA,NA
1-4-2016 17:30:00,0.525,NA,NA
1-4-2016 17:45:00,0.54,NA,NA
1-4-2016 18:00:00,0.345,NA,NA
1-4-2016 18:15:00,0,NA,NA
1-4-2016 18:30:00,0.135,NA,NA
1-4-2016 18:45:00,0.51,NA,NA
1-4-2016 19:00:00,1.05,NA,NA
1-4-2016 19:15:00,1.47,NA,NA
1-4-2016 19:30:00,1.62,NA,NA
1-4-2016 19:45:00,1.815,NA,NA
1-4-2016 20:00:00,2.04,NA,NA
1-4-2016 20:15:00,2.175,NA,NA
1-4-2016 20:30:00,1.44,NA,NA
1-4-2016 20:45:00,1.275,NA,NA
1-4-2016 21:00:00,1.215,NA,NA
1-4-2016 21:15:00,1.245,NA,NA
1-4-2016 21:30:00,1.215,NA,NA
1-4-2016 21:45:00,1.2,NA,NA
1-4-2016 22:00:00,1.215,NA,NA
1-4-2016 22:15:00,1.215,NA,NA
1-4-2016 22:30:00,1.155,NA,NA
1-4-2016 22:45:00,1.185,NA,NA
1-4-2016 23:00:00,1.14,NA,NA
1-4-2016 23:15:00,1.155,NA,NA
1-4-2016 23:30:00,1.2,NA,NA
1-4-2016 23:45:00,1.245,NA,NA
2-4-2016 00:00:00,1.2,NA,NA
2-4-2016 00:15:00,1.215,NA,NA
2-4-2016 00:30:00,1.2,NA,NA
2-4-2016 00:45:00,1.2,NA,NA
2-4-2016 01:00:00,1.275,NA,NA
2-4-2016 01:15:00,1.23,NA,NA
2-4-2016 01:30:00,1.2,NA,NA
2-4-2016 01:45:00,1.2,NA,NA
2-4-2016 02:00:00,1.215,NA,NA
2-4-2016 02:15:00,1.2,NA,NA
2-4-2016 02:30:00,1.23,NA,NA
2-4-2016 02:45:00,1.155,NA,NA
2-4-2016 03:00:00,1.155,NA,NA
2-4-2016 03:15:00,1.11,NA,NA
2-4-2016 03:30:00,1.11,NA,NA
2-4-2016 03:45:00,1.11,NA,NA
2-4-2016 04:00:00,1.14,NA,NA
2-4-2016 04:15:00,1.11,NA,NA
2-4-2016 04:30:00,1.11,NA,NA
2-4-2016 04:45:00,1.125,NA,NA
2-4-2016 05:00:00,1.125,NA,NA
2-4-2016 05:15:00,1.14,NA,NA
2-4-2016 05:30:00,1.11,NA,NA
2-4-2016 05:45:00,1.095,NA,NA
2-4-2016 06:00:00,1.11,NA,NA
2-4-2016 06:15:00,1.125,NA,NA
2-4-2016 06:30:00,1.125,NA,NA
2-4-2016 06:45:00,1.11,NA,NA
2-4-2016 07:00:00,1.125,NA,NA
2-4-2016 07:15:00,0.99,NA,NA
2-4-2016 07:30:00,0.78,NA,NA
2-4-2016 07:45:00,0.72,NA,NA
2-4-2016 08:00:00,0.525,NA,NA
2-4-2016 08:15:00,0.39,NA,NA
2-4-2016 08:30:00,0.36,NA,NA
2-4-2016 08:45:00,0.075,NA,NA
2-4-2016 09:00:00,0.03,NA,NA
2-4-2016 09:15:00,0,NA,NA
2-4-2016 09:30:00,0.255,NA,NA
2-4-2016 09:45:00,0,NA,NA
2-4-2016 10:00:00,0,NA,NA
2-4-2016 10:15:00,0,NA,NA
2-4-2016 10:30:00,0,NA,NA
2-4-2016 10:45:00,0,NA,NA
2-4-2016 11:00:00,0,NA,NA
2-4-2016 11:15:00,0,NA,NA
2-4-2016 11:30:00,0,NA,NA
2-4-2016 11:45:00,0,NA,NA
2-4-2016 12:00:00,0,NA,NA
2-4-2016 12:15:00,0,NA,NA
2-4-2016 12:30:00,0,NA,NA
2-4-2016 12:45:00,0,NA,NA
2-4-2016 13:00:00,0,NA,NA
2-4-2016 13:15:00,0,NA,NA
2-4-2016 13:30:00,0,NA,NA
2-4-2016 13:45:00,0,NA,NA
2-4-2016 14:00:00,0,NA,NA
2-4-2016 14:15:00,0,NA,NA
2-4-2016 14:30:00,0,NA,NA
2-4-2016 14:45:00,0,NA,NA
2-4-2016 15:00:00,0,NA,NA
2-4-2016 15:15:00,0,NA,NA
2-4-2016 15:30:00,0,NA,NA
2-4-2016 15:45:00,0,NA,NA
2-4-2016 16:00:00,0,NA,NA
2-4-2016 16:15:00,0,NA,NA
2-4-2016 16:30:00,0,NA,NA
2-4-2016 16:45:00,0,NA,NA
2-4-2016 17:00:00,0,NA,NA
2-4-2016 17:15:00,0,NA,NA
2-4-2016 17:30:00,0,NA,NA
2-4-2016 17:45:00,0,NA,NA
2-4-2016 18:00:00,0,NA,NA
2-4-2016 18:15:00,0,NA,NA
2-4-2016 18:30:00,0,NA,NA
2-4-2016 18:45:00,0.06,NA,NA
2-4-2016 19:00:00,0.12,NA,NA
2-4-2016 19:15:00,0.135,NA,NA
2-4-2016 19:30:00,0.51,NA,NA
2-4-2016 19:45:00,0.795,NA,NA
2-4-2016 20:00:00,0.975,NA,NA
2-4-2016 20:15:00,1.14,NA,NA
2-4-2016 20:30:00,1.125,NA,NA
2-4-2016 20:45:00,1.125,NA,NA
2-4-2016 21:00:00,1.125,NA,NA
2-4-2016 21:15:00,1.14,NA,NA
2-4-2016 21:30:00,1.125,NA,NA
2-4-2016 21:45:00,1.155,NA,NA
2-4-2016 22:00:00,1.17,NA,NA
2-4-2016 22:15:00,1.155,NA,NA
2-4-2016 22:30:00,1.14,NA,NA
2-4-2016 22:45:00,1.125,NA,NA
2-4-2016 23:00:00,1.155,NA,NA
2-4-2016 23:15:00,1.14,NA,NA
2-4-2016 23:30:00,1.215,NA,NA
2-4-2016 23:45:00,1.14,NA,NA
3-4-2016 00:00:00,1.17,NA,NA
3-4-2016 00:15:00,1.155,NA,NA
3-4-2016 00:30:00,1.125,NA,NA
3-4-2016 00:45:00,1.11,NA,NA
3-4-2016 01:00:00,1.005,NA,NA
3-4-2016 01:15:00,1.11,NA,NA
3-4-2016 01:30:00,1.11,NA,NA
3-4-2016 01:45:00,1.095,NA,NA
3-4-2016 02:00:00,1.125,NA,NA
3-4-2016 02:15:00,1.155,NA,NA
3-4-2016 02:30:00,1.11,NA,NA
3-4-2016 02:45:00,1.095,NA,NA
3-4-2016 03:00:00,1.11,NA,NA
3-4-2016 03:15:00,1.125,NA,NA
3-4-2016 03:30:00,1.14,NA,NA
3-4-2016 03:45:00,1.17,NA,NA
3-4-2016 04:00:00,1.125,NA,NA
3-4-2016 04:15:00,1.11,NA,NA
3-4-2016 04:30:00,1.125,NA,NA
3-4-2016 04:45:00,1.08,NA,NA
3-4-2016 05:00:00,1.14,NA,NA
3-4-2016 05:15:00,1.125,NA,NA
3-4-2016 05:30:00,1.125,NA,NA
3-4-2016 05:45:00,1.11,NA,NA
3-4-2016 06:00:00,1.125,NA,NA
3-4-2016 06:15:00,1.095,NA,NA
3-4-2016 06:30:00,1.11,NA,NA
3-4-2016 06:45:00,1.095,NA,NA
3-4-2016 07:00:00,1.11,NA,NA
3-4-2016 07:15:00,0.96,NA,NA
3-4-2016 07:30:00,0.795,NA,NA
3-4-2016 07:45:00,0.855,NA,NA
3-4-2016 08:00:00,0.825,NA,NA
3-4-2016 08:15:00,0.705,NA,NA
3-4-2016 08:30:00,0.09,NA,NA
3-4-2016 08:45:00,0.105,NA,NA
3-4-2016 09:00:00,0.12,NA,NA
3-4-2016 09:15:00,0.18,NA,NA
3-4-2016 09:30:00,0,NA,NA
3-4-2016 09:45:00,0,NA,NA
3-4-2016 10:00:00,0,NA,NA
3-4-2016 10:15:00,0,NA,NA
3-4-2016 10:30:00,0,NA,NA
3-4-2016 10:45:00,0,NA,NA
3-4-2016 11:00:00,0,NA,NA
3-4-2016 11:15:00,0,NA,NA
3-4-2016 11:30:00,0,NA,NA
3-4-2016 11:45:00,0,NA,NA
3-4-2016 12:00:00,0,NA,NA
3-4-2016 12:15:00,0,NA,NA
3-4-2016 12:30:00,0,NA,NA
3-4-2016 12:45:00,0,NA,NA
3-4-2016 13:00:00,0,NA,NA
3-4-2016 13:15:00,0,NA,NA
3-4-2016 13:30:00,0,NA,NA
3-4-2016 13:45:00,0,NA,NA
3-4-2016 14:00:00,0,NA,NA
3-4-2016 14:15:00,0,NA,NA
3-4-2016 14:30:00,0,NA,NA
3-4-2016 14:45:00,0,NA,NA
3-4-2016 15:00:00,0,NA,NA
3-4-2016 15:15:00,0,NA,NA
3-4-2016 15:30:00,0,NA,NA
3-4-2016 15:45:00,0,NA,NA
3-4-2016 16:00:00,0,NA,NA
3-4-2016 16:15:00,0,NA,NA
3-4-2016 16:30:00,0,NA,NA
3-4-2016 16:45:00,0,NA,NA
3-4-2016 17:00:00,0,NA,NA
3-4-2016 17:15:00,0,NA,NA
3-4-2016 17:30:00,0,NA,NA
3-4-2016 17:45:00,0,NA,NA
3-4-2016 18:00:00,0,NA,NA
3-4-2016 18:15:00,0,NA,NA
3-4-2016 18:30:00,0,NA,NA
3-4-2016 18:45:00,0,NA,NA
3-4-2016 19:00:00,0,NA,NA
3-4-2016 19:15:00,0.105,NA,NA
3-4-2016 19:30:00,0.195,NA,NA
3-4-2016 19:45:00,0.555,NA,NA
3-4-2016 20:00:00,0.615,NA,NA
3-4-2016 20:15:00,0.885,NA,NA
3-4-2016 20:30:00,1.125,NA,NA
3-4-2016 20:45:00,1.14,NA,NA
3-4-2016 21:00:00,1.14,NA,NA
3-4-2016 21:15:00,0.96,NA,NA
3-4-2016 21:30:00,1.125,NA,NA
3-4-2016 21:45:00,1.155,NA,NA
3-4-2016 22:00:00,1.155,NA,NA
3-4-2016 22:15:00,1.125,NA,NA
3-4-2016 22:30:00,1.17,NA,NA
3-4-2016 22:45:00,1.155,NA,NA
3-4-2016 23:00:00,1.155,NA,NA
3-4-2016 23:15:00,1.185,NA,NA
3-4-2016 23:30:00,0.99,NA,NA
3-4-2016 23:45:00,1.14,NA,NA
4-4-2016 00:00:00,1.14,NA,NA
4-4-2016 00:15:00,1.125,NA,NA
4-4-2016 00:30:00,1.14,NA,NA
4-4-2016 00:45:00,1.125,NA,NA
4-4-2016 01:00:00,1.14,NA,NA
4-4-2016 01:15:00,1.155,NA,NA
4-4-2016 01:30:00,1.11,NA,NA
4-4-2016 01:45:00,1.05,NA,NA
4-4-2016 02:00:00,1.185,NA,NA
4-4-2016 02:15:00,1.11,NA,NA
4-4-2016 02:30:00,1.14,NA,NA
4-4-2016 02:45:00,1.185,NA,NA
4-4-2016 03:00:00,1.08,NA,NA
4-4-2016 03:15:00,1.05,NA,NA
4-4-2016 03:30:00,1.14,NA,NA
4-4-2016 03:45:00,1.155,NA,NA
4-4-2016 04:00:00,1.095,NA,NA
4-4-2016 04:15:00,1.08,NA,NA
4-4-2016 04:30:00,1.08,NA,NA
4-4-2016 04:45:00,1.125,NA,NA
4-4-2016 05:00:00,1.095,NA,NA
4-4-2016 05:15:00,1.11,NA,NA
4-4-2016 05:30:00,0.915,NA,NA
4-4-2016 05:45:00,1.155,NA,NA
4-4-2016 06:00:00,1.23,NA,NA
4-4-2016 06:15:00,1.245,NA,NA
4-4-2016 06:30:00,1.365,NA,NA
4-4-2016 06:45:00,1.95,NA,NA
4-4-2016 07:00:00,3.315,NA,NA
4-4-2016 07:15:00,3.72,NA,NA
4-4-2016 07:30:00,4.38,NA,NA
4-4-2016 07:45:00,4.455,NA,NA
4-4-2016 08:00:00,3.705,NA,NA
4-4-2016 08:15:00,3.165,NA,NA
4-4-2016 08:30:00,1.65,NA,NA
4-4-2016 08:45:00,0.045,NA,NA
4-4-2016 09:00:00,0.165,NA,NA
4-4-2016 09:15:00,0.705,NA,NA
4-4-2016 09:30:00,0.63,NA,NA
4-4-2016 09:45:00,0.12,NA,NA
4-4-2016 10:00:00,0.795,NA,NA
4-4-2016 10:15:00,0.135,NA,NA
4-4-2016 10:30:00,0,NA,NA
4-4-2016 10:45:00,0,NA,NA
4-4-2016 11:00:00,0,NA,NA
4-4-2016 11:15:00,0,NA,NA
4-4-2016 11:30:00,0.405,NA,NA
4-4-2016 11:45:00,0.96,NA,NA
4-4-2016 12:00:00,0.99,NA,NA
4-4-2016 12:15:00,1.38,NA,NA
4-4-2016 12:30:00,3.57,NA,NA
4-4-2016 12:45:00,1.905,NA,NA
4-4-2016 13:00:00,3.78,NA,NA
4-4-2016 13:15:00,4.335,NA,NA
4-4-2016 13:30:00,4.05,NA,NA
4-4-2016 13:45:00,1.485,NA,NA
4-4-2016 14:00:00,0,NA,NA
4-4-2016 14:15:00,0,NA,NA
4-4-2016 14:30:00,0,NA,NA
4-4-2016 14:45:00,0.015,NA,NA
4-4-2016 15:00:00,0,NA,NA
4-4-2016 15:15:00,1.035,NA,NA
4-4-2016 15:30:00,0.945,NA,NA
4-4-2016 15:45:00,0.09,NA,NA
4-4-2016 16:00:00,0,NA,NA
4-4-2016 16:15:00,0,NA,NA
4-4-2016 16:30:00,0,NA,NA
4-4-2016 16:45:00,0,NA,NA
4-4-2016 17:00:00,0,NA,NA
4-4-2016 17:15:00,0,NA,NA
4-4-2016 17:30:00,0,NA,NA
4-4-2016 17:45:00,0,NA,NA
4-4-2016 18:00:00,0,NA,NA
4-4-2016 18:15:00,0,NA,NA
4-4-2016 18:30:00,0,NA,NA
4-4-2016 18:45:00,0,NA,NA
4-4-2016 19:00:00,0.105,NA,NA
4-4-2016 19:15:00,0.375,NA,NA
4-4-2016 19:30:00,0.75,NA,NA
4-4-2016 19:45:00,0.66,NA,NA
4-4-2016 20:00:00,0.84,NA,NA
4-4-2016 20:15:00,0.84,NA,NA
4-4-2016 20:30:00,0.96,NA,NA
4-4-2016 20:45:00,1.11,NA,NA
4-4-2016 21:00:00,1.17,NA,NA
4-4-2016 21:15:00,1.155,NA,NA
4-4-2016 21:30:00,1.125,NA,NA
4-4-2016 21:45:00,1.11,NA,NA
4-4-2016 22:00:00,1.14,NA,NA
4-4-2016 22:15:00,1.095,NA,NA
4-4-2016 22:30:00,1.035,NA,NA
4-4-2016 22:45:00,1.155,NA,NA
4-4-2016 23:00:00,1.17,NA,NA
4-4-2016 23:15:00,1.125,NA,NA
4-4-2016 23:30:00,1.215,NA,NA
4-4-2016 23:45:00,1.23,NA,NA
5-4-2016 00:00:00,1.275,NA,NA
5-4-2016 00:15:00,1.215,NA,NA
5-4-2016 00:30:00,1.215,NA,NA
5-4-2016 00:45:00,1.185,NA,NA
5-4-2016 01:00:00,1.23,NA,NA
5-4-2016 01:15:00,1.215,NA,NA
5-4-2016 01:30:00,1.2,NA,NA
5-4-2016 01:45:00,1.2,NA,NA
5-4-2016 02:00:00,1.185,NA,NA
5-4-2016 02:15:00,1.2,NA,NA
5-4-2016 02:30:00,1.11,NA,NA
5-4-2016 02:45:00,1.065,NA,NA
5-4-2016 03:00:00,1.14,NA,NA
5-4-2016 03:15:00,1.155,NA,NA
5-4-2016 03:30:00,1.095,NA,NA
5-4-2016 03:45:00,1.095,NA,NA
5-4-2016 04:00:00,1.125,NA,NA
5-4-2016 04:15:00,1.065,NA,NA
5-4-2016 04:30:00,1.05,NA,NA
5-4-2016 04:45:00,1.065,NA,NA
5-4-2016 05:00:00,1.05,NA,NA
5-4-2016 05:15:00,1.11,NA,NA
5-4-2016 05:30:00,1.05,NA,NA
5-4-2016 05:45:00,1.095,NA,NA
5-4-2016 06:00:00,1.185,NA,NA
5-4-2016 06:15:00,1.215,NA,NA
5-4-2016 06:30:00,1.2,NA,NA
5-4-2016 06:45:00,2.37,NA,NA
5-4-2016 07:00:00,3.405,NA,NA
5-4-2016 07:15:00,4.56,NA,NA
5-4-2016 07:30:00,5.76,NA,NA
5-4-2016 07:45:00,4.86,NA,NA
5-4-2016 08:00:00,4.935,NA,NA
5-4-2016 08:15:00,5.085,NA,NA
5-4-2016 08:30:00,4.335,NA,NA
5-4-2016 08:45:00,3.57,NA,NA
5-4-2016 09:00:00,3.375,NA,NA
5-4-2016 09:15:00,3.675,NA,NA
5-4-2016 09:30:00,2.955,NA,NA
5-4-2016 09:45:00,2.355,NA,NA
5-4-2016 10:00:00,3.435,NA,NA
5-4-2016 10:15:00,3.12,NA,NA
5-4-2016 10:30:00,2.79,NA,NA
5-4-2016 10:45:00,2.73,NA,NA
5-4-2016 11:00:00,2.58,NA,NA
5-4-2016 11:15:00,2.25,NA,NA
5-4-2016 11:30:00,2.28,NA,NA
5-4-2016 11:45:00,2.505,NA,NA
5-4-2016 12:00:00,1.86,NA,NA
5-4-2016 12:15:00,1.17,NA,NA
5-4-2016 12:30:00,0.195,NA,NA
5-4-2016 12:45:00,0,NA,NA
5-4-2016 13:00:00,0,NA,NA
5-4-2016 13:15:00,0,NA,NA
5-4-2016 13:30:00,0,NA,NA
5-4-2016 13:45:00,0,NA,NA
5-4-2016 14:00:00,0.48,NA,NA
5-4-2016 14:15:00,0.48,NA,NA
5-4-2016 14:30:00,0.495,NA,NA
5-4-2016 14:45:00,0.045,NA,NA
5-4-2016 15:00:00,0.645,NA,NA
5-4-2016 15:15:00,0.345,NA,NA
5-4-2016 15:30:00,0.945,NA,NA
5-4-2016 15:45:00,0.51,NA,NA
5-4-2016 16:00:00,0.345,NA,NA
5-4-2016 16:15:00,0.27,NA,NA
5-4-2016 16:30:00,0,NA,NA
5-4-2016 16:45:00,0,NA,NA
5-4-2016 17:00:00,0,NA,NA
5-4-2016 17:15:00,0,NA,NA
5-4-2016 17:30:00,0,NA,NA
5-4-2016 17:45:00,0,NA,NA
5-4-2016 18:00:00,0,NA,NA
5-4-2016 18:15:00,0,NA,NA
5-4-2016 18:30:00,0,NA,NA
5-4-2016 18:45:00,0.045,NA,NA
5-4-2016 19:00:00,0.015,NA,NA
5-4-2016 19:15:00,0.42,NA,NA
5-4-2016 19:30:00,0.63,NA,NA
5-4-2016 19:45:00,0.735,NA,NA
5-4-2016 20:00:00,0.84,NA,NA
5-4-2016 20:15:00,1.035,NA,NA
5-4-2016 20:30:00,1.17,NA,NA
5-4-2016 20:45:00,1.11,NA,NA
5-4-2016 21:00:00,1.14,NA,NA
5-4-2016 21:15:00,1.14,NA,NA
5-4-2016 21:30:00,1.11,NA,NA
5-4-2016 21:45:00,1.125,NA,NA
5-4-2016 22:00:00,1.185,NA,NA
5-4-2016 22:15:00,1.14,NA,NA
5-4-2016 22:30:00,1.155,NA,NA
5-4-2016 22:45:00,1.14,NA,NA
5-4-2016 23:00:00,1.14,NA,NA
5-4-2016 23:15:00,1.11,NA,NA
5-4-2016 23:30:00,1.245,NA,NA
5-4-2016 23:45:00,1.215,NA,NA
6-4-2016 00:00:00,1.215,NA,NA
6-4-2016 00:15:00,1.215,NA,NA
6-4-2016 00:30:00,1.245,NA,NA
6-4-2016 00:45:00,1.275,NA,NA
6-4-2016 01:00:00,1.29,NA,NA
6-4-2016 01:15:00,1.215,NA,NA
6-4-2016 01:30:00,1.215,NA,NA
6-4-2016 01:45:00,1.215,NA,NA
6-4-2016 02:00:00,1.245,NA,NA
6-4-2016 02:15:00,1.17,NA,NA
6-4-2016 02:30:00,1.11,NA,NA
6-4-2016 02:45:00,1.11,NA,NA
6-4-2016 03:00:00,1.125,NA,NA
6-4-2016 03:15:00,1.125,NA,NA
6-4-2016 03:30:00,1.125,NA,NA
6-4-2016 03:45:00,1.095,NA,NA
6-4-2016 04:00:00,1.11,NA,NA
6-4-2016 04:15:00,1.125,NA,NA
6-4-2016 04:30:00,1.08,NA,NA
6-4-2016 04:45:00,1.14,NA,NA
6-4-2016 05:00:00,1.155,NA,NA
6-4-2016 05:15:00,1.11,NA,NA
6-4-2016 05:30:00,1.065,NA,NA
6-4-2016 05:45:00,1.02,NA,NA
6-4-2016 06:00:00,0.03,NA,NA
6-4-2016 06:15:00,0,NA,NA
6-4-2016 06:30:00,0,NA,NA
6-4-2016 06:45:00,0,NA,NA
6-4-2016 07:00:00,0,NA,NA
6-4-2016 07:15:00,0,NA,NA
6-4-2016 07:30:00,0,NA,NA
6-4-2016 07:45:00,0,NA,NA
6-4-2016 08:00:00,0,NA,NA
6-4-2016 08:15:00,0,NA,NA
6-4-2016 08:30:00,0,NA,NA
6-4-2016 08:45:00,0,NA,NA
6-4-2016 09:00:00,0,NA,NA
6-4-2016 09:15:00,0,NA,NA
6-4-2016 09:30:00,0,NA,NA
6-4-2016 09:45:00,0,NA,NA
6-4-2016 10:00:00,0,NA,NA
6-4-2016 10:15:00,0,NA,NA
6-4-2016 10:30:00,0,NA,NA
6-4-2016 10:45:00,0,NA,NA
6-4-2016 11:00:00,0,NA,NA
6-4-2016 11:15:00,0,NA,NA
6-4-2016 11:30:00,0,NA,NA
6-4-2016 11:45:00,0,NA,NA
6-4-2016 12:00:00,0,NA,NA
6-4-2016 12:15:00,0,NA,NA
6-4-2016 12:30:00,0,NA,NA
6-4-2016 12:45:00,0,NA,NA
6-4-2016 13:00:00,0,NA,NA
6-4-2016 13:15:00,0,NA,NA
6-4-2016 13:30:00,0,NA,NA
6-4-2016 13:45:00,0,NA,NA
6-4-2016 14:00:00,0,NA,NA
6-4-2016 14:15:00,0,NA,NA
6-4-2016 14:30:00,0,NA,NA
6-4-2016 14:45:00,0,NA,NA
6-4-2016 15:00:00,0,NA,NA
6-4-2016 15:15:00,0,NA,NA
6-4-2016 15:30:00,0,NA,NA
6-4-2016 15:45:00,0,NA,NA
6-4-2016 16:00:00,0,NA,NA
6-4-2016 16:15:00,0,NA,NA
6-4-2016 16:30:00,0,NA,NA
6-4-2016 16:45:00,0,NA,NA
6-4-2016 17:00:00,0,NA,NA
6-4-2016 17:15:00,0,NA,NA
6-4-2016 17:30:00,0,NA,NA
6-4-2016 17:45:00,0.045,NA,NA
6-4-2016 18:00:00,0.195,NA,NA
6-4-2016 18:15:00,0,NA,NA
6-4-2016 18:30:00,0,NA,NA
6-4-2016 18:45:00,0,NA,NA
6-4-2016 19:00:00,0,NA,NA
6-4-2016 19:15:00,0.03,NA,NA
6-4-2016 19:30:00,0.525,NA,NA
6-4-2016 19:45:00,0.78,NA,NA
6-4-2016 20:00:00,0.915,NA,NA
6-4-2016 20:15:00,1.125,NA,NA
6-4-2016 20:30:00,1.095,NA,NA
6-4-2016 20:45:00,1.185,NA,NA
6-4-2016 21:00:00,1.11,NA,NA
6-4-2016 21:15:00,1.125,NA,NA
6-4-2016 21:30:00,1.11,NA,NA
6-4-2016 21:45:00,1.665,NA,NA
6-4-2016 22:00:00,1.485,NA,NA
6-4-2016 22:15:00,1.17,NA,NA
6-4-2016 22:30:00,1.11,NA,NA
6-4-2016 22:45:00,1.125,NA,NA
6-4-2016 23:00:00,1.08,NA,NA
6-4-2016 23:15:00,1.125,NA,NA
6-4-2016 23:30:00,1.185,NA,NA
6-4-2016 23:45:00,1.2,NA,NA
7-4-2016 00:00:00,1.23,NA,NA
7-4-2016 00:15:00,1.29,NA,NA
7-4-2016 00:30:00,1.245,NA,NA
7-4-2016 00:45:00,1.23,NA,NA
7-4-2016 01:00:00,1.2,NA,NA
7-4-2016 01:15:00,1.23,NA,NA
7-4-2016 01:30:00,1.245,NA,NA
7-4-2016 01:45:00,1.26,NA,NA
7-4-2016 02:00:00,1.215,NA,NA
7-4-2016 02:15:00,1.185,NA,NA
7-4-2016 02:30:00,1.11,NA,NA
7-4-2016 02:45:00,1.08,NA,NA
7-4-2016 03:00:00,1.08,NA,NA
7-4-2016 03:15:00,1.095,NA,NA
7-4-2016 03:30:00,1.125,NA,NA
7-4-2016 03:45:00,1.215,NA,NA
7-4-2016 04:00:00,1.065,NA,NA
7-4-2016 04:15:00,1.095,NA,NA
7-4-2016 04:30:00,1.08,NA,NA
7-4-2016 04:45:00,1.335,NA,NA
7-4-2016 05:00:00,1.485,NA,NA
7-4-2016 05:15:00,1.32,NA,NA
7-4-2016 05:30:00,1.275,NA,NA
7-4-2016 05:45:00,1.41,NA,NA
7-4-2016 06:00:00,1.395,NA,NA
7-4-2016 06:15:00,1.395,NA,NA
7-4-2016 06:30:00,1.455,NA,NA
7-4-2016 06:45:00,1.905,NA,NA
7-4-2016 07:00:00,2.61,NA,NA
7-4-2016 07:15:00,2.88,NA,NA
7-4-2016 07:30:00,3.99,NA,NA
7-4-2016 07:45:00,5.01,NA,NA
7-4-2016 08:00:00,3.465,NA,NA
7-4-2016 08:15:00,3.06,NA,NA
7-4-2016 08:30:00,2.04,NA,NA
7-4-2016 08:45:00,1.635,NA,NA
7-4-2016 09:00:00,2.28,NA,NA
7-4-2016 09:15:00,1.29,NA,NA
7-4-2016 09:30:00,1.35,NA,NA
7-4-2016 09:45:00,1.53,NA,NA
7-4-2016 10:00:00,0,NA,NA
7-4-2016 10:15:00,0.06,NA,NA
7-4-2016 10:30:00,0.54,NA,NA
7-4-2016 10:45:00,0.075,NA,NA
7-4-2016 11:00:00,0.195,NA,NA
7-4-2016 11:15:00,0.09,NA,NA
